canonical_gene_id	graph_gene_id	label	label_text	regime	positive_sources	construction_bucket	source_manifest	support_from_lethal_positive_list	support_from_protocolized_bridge	supporting_xp_ids	supporting_orthogroup_ids	supporting_bridge_methods	construction_note
fgraminearum::FGRAMPH1_01G14907	FGRAMPH1_01G14907	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321339.1	OG0001150	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14913	FGRAMPH1_01G14913	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321336.1	OG0001151	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14919	FGRAMPH1_01G14919	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321333.1	OG0001945	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14921	FGRAMPH1_01G14921	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321332.1	OG0001946	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14925	FGRAMPH1_01G14925	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321330.1	OG0001948	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14933	FGRAMPH1_01G14933	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321326.1	OG0001950	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14935	FGRAMPH1_01G14935	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321325.1	OG0001951	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14945	FGRAMPH1_01G14945	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321321.1	OG0001952	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14965	FGRAMPH1_01G14965	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321311.1	OG0001467	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14973	FGRAMPH1_01G14973	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321307.1	OG0001954	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G14975	FGRAMPH1_01G14975	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321306.1	OG0001955	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15001	FGRAMPH1_01G15001	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321294.1	OG0001957	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15013	FGRAMPH1_01G15013	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321288.1	OG0001959	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15079	FGRAMPH1_01G15079	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321260.1	OG0001961	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15103	FGRAMPH1_01G15103	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321249.1	OG0003639	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15113	FGRAMPH1_01G15113	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321244.1	OG0001965	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15157	FGRAMPH1_01G15157	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321222.1	OG0001968	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15165	FGRAMPH1_01G15165	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321218.1	OG0001983	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15173	FGRAMPH1_01G15173	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321215.1	OG0003642	fgsg_header_repo_local_mapping	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15175	FGRAMPH1_01G15175	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321214.1	OG0001969	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15193	FGRAMPH1_01G15193	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321206.1	OG0000993	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15205	FGRAMPH1_01G15205	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321202.1	OG0001971	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15207	FGRAMPH1_01G15207	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321201.1	OG0001972	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15221	FGRAMPH1_01G15221	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321196.1	OG0001974	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15257	FGRAMPH1_01G15257	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321180.1	OG0001975	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15329	FGRAMPH1_01G15329	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321147.1	OG0001977	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15381	FGRAMPH1_01G15381	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321127.1	OG0001978	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15387	FGRAMPH1_01G15387	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321124.1	OG0001979	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15399	FGRAMPH1_01G15399	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321118.1	OG0006781	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15407	FGRAMPH1_01G15407	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321114.1	OG0001981	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15571	FGRAMPH1_01G15571	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321033.1	OG0002369	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15579	FGRAMPH1_01G15579	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321028.1	OG0002371	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15601	FGRAMPH1_01G15601	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321018.1	OG0002372	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G15631	FGRAMPH1_01G15631	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011321002.1	OG0002374	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16119	FGRAMPH1_01G16119	1	essential	newlabel	lethal	lethal_phi_supported_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv	true	false				Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16349	FGRAMPH1_01G16349	1	essential	newlabel	lethal	lethal_phi_supported_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv	true	false				Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16511	FGRAMPH1_01G16511	1	essential	newlabel	lethal	lethal_phi_supported_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv	true	false				Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16609	FGRAMPH1_01G16609	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323376.1	OG0001638	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16613	FGRAMPH1_01G16613	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323378.1	OG0001639	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16615	FGRAMPH1_01G16615	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323379.1	OG0001640	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16617	FGRAMPH1_01G16617	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323380.1	OG0000775	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16659	FGRAMPH1_01G16659	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323400.1	OG0003910	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16697	FGRAMPH1_01G16697	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323416.1	OG0002544	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16791	FGRAMPH1_01G16791	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323455.1	OG0001304	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16793	FGRAMPH1_01G16793	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323456.1	OG0003912	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16837	FGRAMPH1_01G16837	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323477.1	OG0002550	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16845	FGRAMPH1_01G16845	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323481.1	OG0001472	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16889	FGRAMPH1_01G16889	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323498.1	OG0002911	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16967	FGRAMPH1_01G16967	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323532.1	OG0002914	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G16977	FGRAMPH1_01G16977	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323538.1	OG0002916	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17005	FGRAMPH1_01G17005	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323550.1	OG0002917	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17051	FGRAMPH1_01G17051	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323573.1	OG0002921	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17113	FGRAMPH1_01G17113	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323601.1	OG0002928	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17115	FGRAMPH1_01G17115	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323602.1	OG0002929	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17125	FGRAMPH1_01G17125	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323607.1	OG0002930	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17183	FGRAMPH1_01G17183	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323633.1	OG0008944	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17185	FGRAMPH1_01G17185	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323634.1	OG0000930	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17191	FGRAMPH1_01G17191	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323637.1	OG0002934	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17221	FGRAMPH1_01G17221	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323652.1	OG0002936	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17231	FGRAMPH1_01G17231	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323657.1	OG0001692	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17251	FGRAMPH1_01G17251	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323666.1	OG0001693	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17257	FGRAMPH1_01G17257	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323669.1	OG0003499	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17273	FGRAMPH1_01G17273	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323676.1	OG0001695	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17277	FGRAMPH1_01G17277	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323678.1	OG0001081	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17295	FGRAMPH1_01G17295	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323686.1	OG0002637	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17299	FGRAMPH1_01G17299	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323687.1	OG0002638	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17301	FGRAMPH1_01G17301	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323689.1	OG0002639	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17333	FGRAMPH1_01G17333	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323701.1	OG0002643	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17337	FGRAMPH1_01G17337	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323703.1	OG0002645	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17349	FGRAMPH1_01G17349	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323709.1	OG0002646	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17351	FGRAMPH1_01G17351	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323710.1	OG0003959	unified_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17373	FGRAMPH1_01G17373	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323720.1	OG0002650	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17375	FGRAMPH1_01G17375	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323721.1	OG0002651	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17385	FGRAMPH1_01G17385	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323725.1	OG0003961	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17391	FGRAMPH1_01G17391	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323728.1	OG0000563	ncbi_protein_id_via_unified_map	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17395	FGRAMPH1_01G17395	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323730.1	OG0002652	exact_sequence_plus_fgsg_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
fgraminearum::FGRAMPH1_01G17403	FGRAMPH1_01G17403	1	essential	newlabel	weak_positive	high_confidence_yeast_transfer_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	false	true	XP_011323733.1	OG0002653	exact_sequence_plus_unified_support	Included in the rebuilt canonical newlabel positive set after protocolized bridge reconstruction.
