ph1_gene_id	orthogroup_id	has_scer_essential_ortholog	has_spom_essential_ortholog	has_any_yeast_essential	scer_essential_gene_ids	spom_essential_gene_ids	fg_occupancy_18	fg_presence_count_18	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	is_strict_core_18	is_exact_single_copy_core_18	yeast_essential_support_class	weak_positive_confidence
XP_011323370.1	OG0005669	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323374.1	OG0005670	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323375.1	OG0005671	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323377.1	OG0005672	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324945.1	OG0005673	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327807.1	OG0005674	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327809.1	OG0005675	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327812.1	OG0005676	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327813.1	OG0005677	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327814.1	OG0005678	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327816.1	OG0005679	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318963.1	OG0005680	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318965.1	OG0005681	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318970.1	OG0005682	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318971.1	OG0005683	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322121.1	OG0005684	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322120.1	OG0005685	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322119.1	OG0005686	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322117.1	OG0005687	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322115.1	OG0005688	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327712.1	OG0005689	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318820.1	OG0005690	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318822.1	OG0005691	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318844.1	OG0005692	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318789.1	OG0005693	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318790.1	OG0005694	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318792.1	OG0005695	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318795.1	OG0005696	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318813.1	OG0005697	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318818.1	OG0005698	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318819.1	OG0005699	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011317065.1	OG0005700	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011317071.1	OG0005701	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321873.1	OG0005702	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321872.1	OG0005703	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321871.1	OG0005704	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321867.1	OG0005705	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321862.1	OG0005706	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321860.1	OG0005707	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321859.1	OG0005708	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321858.1	OG0005709	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321857.1	OG0005710	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321856.1	OG0005711	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321853.1	OG0005712	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321851.1	OG0005713	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321846.1	OG0005714	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321834.1	OG0005715	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321833.1	OG0005716	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321842.1	OG0005717	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011321870.1	OG0005718	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322199.1	OG0005719	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322197.1	OG0005720	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322196.1	OG0005721	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322185.1	OG0005722	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322183.1	OG0005723	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322181.1	OG0005724	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322178.1	OG0005725	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322175.1	OG0005726	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322174.1	OG0005727	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322172.1	OG0005728	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322166.1	OG0005729	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322162.1	OG0005730	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322156.1	OG0005731	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322154.1	OG0005732	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322153.1	OG0005733	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322152.1	OG0005734	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322148.1	OG0005735	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322145.1	OG0005736	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322144.1	OG0005737	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322143.1	OG0005738	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322133.1	OG0005739	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322131.1	OG0005740	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322130.1	OG0005741	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322127.1	OG0005742	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322126.1	OG0005743	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322125.1	OG0005744	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322124.1	OG0005745	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322135.1	OG0005746	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322194.1	OG0005747	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322195.1	OG0005748	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322173.1	OG0005749	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322136.1	OG0005750	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322147.1	OG0005751	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322158.1	OG0005752	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318695.1	OG0005753	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318696.1	OG0005754	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318697.1	OG0005755	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318700.1	OG0005756	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318703.1	OG0005757	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318716.1	OG0005758	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318729.1	OG0005759	0	0	0	NA	NA	0.9444	17	0.9444	1.0	1	0.9444	0	0	none	none
XP_011318731.1	OG0005760	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318732.1	OG0005761	0	0	0	NA	NA	0.9444	17	0.9444	1.0	1	0.9444	0	0	none	none
XP_011318739.1	OG0005762	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318699.1	OG0005763	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320885.1	OG0005764	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320881.1	OG0005765	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320878.1	OG0005766	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320876.1	OG0005767	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323116.1	OG0005768	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323108.1	OG0005769	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323105.1	OG0005770	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323104.1	OG0005771	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323101.1	OG0005772	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323100.1	OG0005773	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323097.1	OG0005774	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323094.1	OG0005775	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323092.1	OG0005776	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323089.1	OG0005777	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323087.1	OG0005778	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323080.1	OG0005779	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323077.1	OG0005780	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323075.1	OG0005781	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323070.1	OG0005782	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323069.1	OG0005783	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323061.1	OG0005784	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323058.1	OG0005785	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323056.1	OG0005786	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323044.1	OG0005787	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320880.1	OG0005788	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323062.1	OG0005789	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323055.1	OG0005790	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322112.1	OG0005791	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322106.1	OG0005792	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322099.1	OG0005793	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322097.1	OG0005794	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322096.1	OG0005795	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322093.1	OG0005796	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322092.1	OG0005797	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322091.1	OG0005798	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322090.1	OG0005799	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322089.1	OG0005800	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322088.1	OG0005801	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322087.1	OG0005802	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322086.1	OG0005803	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322080.1	OG0005804	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322079.1	OG0005805	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322085.1	OG0005806	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011322100.1	OG0005807	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325076.1	OG0005808	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325078.1	OG0005809	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325082.1	OG0005810	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325083.1	OG0005811	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325085.1	OG0005812	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325086.1	OG0005813	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325087.1	OG0005814	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328766.1	OG0005815	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328757.1	OG0005816	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328756.1	OG0005817	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328752.1	OG0005818	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328741.1	OG0005819	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328740.1	OG0005820	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328736.1	OG0005821	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328735.1	OG0005822	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328734.1	OG0005823	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328733.1	OG0005824	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328732.1	OG0005825	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328730.1	OG0005826	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328728.1	OG0005827	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328727.1	OG0005828	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328721.1	OG0005829	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328719.1	OG0005830	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328718.1	OG0005831	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328716.1	OG0005832	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328710.1	OG0005833	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328708.1	OG0005834	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328706.1	OG0005835	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328702.1	OG0005836	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328701.1	OG0005837	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328700.1	OG0005838	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328699.1	OG0005839	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328698.1	OG0005840	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328697.1	OG0005841	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328696.1	OG0005842	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328691.1	OG0005843	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328690.1	OG0005844	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328686.1	OG0005845	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328685.1	OG0005846	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328684.1	OG0005847	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328680.1	OG0005848	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328677.1	OG0005849	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328676.1	OG0005850	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328674.1	OG0005851	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328673.1	OG0005852	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328672.1	OG0005853	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328671.1	OG0005854	0	0	0	NA	NA	0.8889	16	1.0000	1.0	2	0.7778	0	0	none	none
XP_011328666.1	OG0005855	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328664.1	OG0005856	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328675.1	OG0005857	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328693.1	OG0005858	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011316953.1	OG0005859	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323661.1	OG0005860	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323665.1	OG0005861	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323667.1	OG0005862	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323670.1	OG0005863	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323671.1	OG0005864	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323672.1	OG0005865	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323673.1	OG0005866	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323674.1	OG0005867	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011317232.1	OG0005868	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011317235.1	OG0005869	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318763.1	OG0005870	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318770.1	OG0005871	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318774.1	OG0005872	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318781.1	OG0005873	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318788.1	OG0005874	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318785.1	OG0005875	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319488.1	OG0005876	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319489.1	OG0005877	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319492.1	OG0005878	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319497.1	OG0005879	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319499.1	OG0005880	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319501.1	OG0005881	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319495.1	OG0005882	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318974.1	OG0005883	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318975.1	OG0005884	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318978.1	OG0005885	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318979.1	OG0005886	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318980.1	OG0005887	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318993.1	OG0005888	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319001.1	OG0005889	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319002.1	OG0005890	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319003.1	OG0005891	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319005.1	OG0005892	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319007.1	OG0005893	0	1	1	NA	SPBC4C3.07.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	spom_only	high
XP_011319010.1	OG0005894	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319013.1	OG0005895	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319014.1	OG0005896	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327564.1	OG0005897	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327566.1	OG0005898	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327570.1	OG0005899	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327572.1	OG0005900	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327575.1	OG0005901	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327576.1	OG0005902	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327583.1	OG0005903	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327584.1	OG0005904	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327587.1	OG0005905	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
