canonical_gene_id	graph_gene_id	label	construction_bucket	support_source	primary_source_key	yeast_support_class	has_yeast_transfer_support	has_phi_essential_lethal_support	is_old_positive	supporting_orthogroup_ids	orthogroup_stage_detail	supporting_xp_ids	scer_essential_gene_ids	spom_essential_gene_ids	bridge_methods	mapped_fusarium_gene	final_label_class	supporting_evidence_flags	source_manifest
fgraminearum::FGRAMPH1_01G24245	FGRAMPH1_01G24245	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003740	OG0003740	XP_011326940.1		SPBC21B10.11.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24245	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24317	FGRAMPH1_01G24317	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002158	OG0002158	XP_011326974.1		SPAC7D4.09c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24317	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24343	FGRAMPH1_01G24343	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003783	OG0003783	XP_011326985.1		SPAC29A4.06c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24343	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24361	FGRAMPH1_01G24361	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002243	OG0002243	XP_011326995.1		SPCC4B3.09c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24361	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24383	FGRAMPH1_01G24383	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002247	OG0002247	XP_011327006.1		SPAC3F10.04.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24383	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24385	FGRAMPH1_01G24385	1	lethal_plus_high_confidence_yeast_transfer	S. pombe only	spom_only	spom_only	True	True	True	OG0002248	OG0002248	XP_011327007.1		SPAC2F3.04c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24385	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G24411	FGRAMPH1_01G24411	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002250	OG0002250	XP_011327021.1		SPAC17A5.06.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G24411	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24425	FGRAMPH1_01G24425	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002251	OG0002251	XP_011327027.1		SPAC343.02.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24425	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24463	FGRAMPH1_01G24463	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002256	OG0002256	XP_011327045.1		SPAC21E11.07.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24463	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24479	FGRAMPH1_01G24479	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003786	OG0003786	XP_011327053.1		SPAC343.17c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24479	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24533	FGRAMPH1_01G24533	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002263	OG0002263	XP_011327077.1		SPAC6G10.07.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24533	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24547	FGRAMPH1_01G24547	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002265	OG0002265	XP_011327084.1		SPBC2F12.02c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24547	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24549	FGRAMPH1_01G24549	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002266	OG0002266	XP_011327085.1		SPBC3B9.01.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24549	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24587	FGRAMPH1_01G24587	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0003374	OG0003374	XP_011327101.1		SPAC9G1.09.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G24587	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24733	FGRAMPH1_01G24733	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002279	OG0002279	XP_011327170.1		SPAC29A4.03c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G24733	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24781	FGRAMPH1_01G24781	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002284	OG0002284	XP_011327192.1		SPCC18.04.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24781	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24823	FGRAMPH1_01G24823	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002289	OG0002289	XP_011327210.1		SPCC1795.07.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24823	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24827	FGRAMPH1_01G24827	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003797	OG0003797	XP_011327213.1		SPCC306.06c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24827	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24857	FGRAMPH1_01G24857	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002293	OG0002293	XP_011327224.1		SPAC1687.11.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G24857	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24859	FGRAMPH1_01G24859	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002294	OG0002294	XP_011327225.1		SPBC1718.06.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G24859	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24887	FGRAMPH1_01G24887	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001252	OG0001252	XP_011327240.1		SPBC2D10.11c.1:pep;SPCC364.06.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24887	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G24899	FGRAMPH1_01G24899	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002300	OG0002300	XP_011327246.1		SPBC428.16c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G24899	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G25855	FGRAMPH1_01G25855	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003113	OG0003113	XP_011327695.1		SPAC4H3.09.1:pep	fgsg_header_repo_local_mapping	fgraminearum::FGRAMPH1_01G25855	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G25925	FGRAMPH1_01G25925	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001337	OG0001337	XP_011327729.1		SPAC10F6.03c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G25925	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26047	FGRAMPH1_01G26047	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0000503	OG0000503	XP_011327789.1		SPAC19B12.03.1:pep;SPBC19G7.05c.1:pep;SPCC1840.02c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G26047	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26055	FGRAMPH1_01G26055	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002703	OG0002703	XP_011327793.1		SPCC1840.01c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26055	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26065	FGRAMPH1_01G26065	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003299	OG0003299	XP_011327798.1		SPAC24C9.06c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G26065	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26067	FGRAMPH1_01G26067	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001339	OG0001339	XP_011327799.1		SPCC790.03.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26067	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26071	FGRAMPH1_01G26071	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002708	OG0002708	XP_011327801.1		SPAC607.05.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26071	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26111	FGRAMPH1_01G26111	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001376	OG0001376	XP_011327820.1		SPCC622.09.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26111	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26127	FGRAMPH1_01G26127	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002874	OG0002874	XP_011327828.1		SPBC409.14c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26127	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26147	FGRAMPH1_01G26147	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002873	OG0002873	XP_011327838.1		SPAC1002.09c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26147	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26159	FGRAMPH1_01G26159	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002871	OG0002871	XP_011327845.1		SPAC19G12.11.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26159	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26161	FGRAMPH1_01G26161	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002870	OG0002870	XP_011327846.1		SPCC5E4.06.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26161	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26163	FGRAMPH1_01G26163	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0004081	OG0004081	XP_011327847.1		SPAC1002.10c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26163	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26171	FGRAMPH1_01G26171	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002868	OG0002868	XP_011327851.1		SPAC3G6.08.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26171	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26207	FGRAMPH1_01G26207	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002863	OG0002863	XP_011327869.1		SPAC6F12.07.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26207	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26267	FGRAMPH1_01G26267	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0004077	OG0004077	XP_011327899.1		SPAC29A4.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26267	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26329	FGRAMPH1_01G26329	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002628	OG0002628	XP_011327928.1		SPCC4G3.14.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26329	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26355	FGRAMPH1_01G26355	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003945	OG0003945	XP_011327941.1		SPBC11C11.04c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26355	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26367	FGRAMPH1_01G26367	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002621	OG0002621	XP_011327948.1		SPAP8A3.11c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26367	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26451	FGRAMPH1_01G26451	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003942	OG0003942	XP_011327989.1		SPAC22E12.17c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26451	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26569	FGRAMPH1_01G26569	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001915	OG0001915	XP_011328046.1		SPAC4F8.06.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G26569	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26701	FGRAMPH1_01G26701	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002828	OG0002828	XP_011328108.1		SPAC16E8.04c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26701	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26735	FGRAMPH1_01G26735	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002822	OG0002822	XP_011328124.1		SPBC3B9.18c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G26735	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26765	FGRAMPH1_01G26765	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002818	OG0002818	XP_011328139.1		SPAC56F8.10.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26765	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26891	FGRAMPH1_01G26891	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002807	OG0002807	XP_011328198.1		SPBC1347.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26891	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26955	FGRAMPH1_01G26955	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000914	OG0000914	XP_011328229.1		SPBC1604.14c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26955	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26993	FGRAMPH1_01G26993	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001362	OG0001362	XP_011328247.1		SPAC806.06c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26993	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27043	FGRAMPH1_01G27043	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001361	OG0001361	XP_011328270.1		SPBC16H5.02.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27043	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27077	FGRAMPH1_01G27077	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001622	OG0001622	XP_011328288.1		SPBC8D2.15.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27077	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27081	FGRAMPH1_01G27081	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002464	OG0002464	XP_011328290.1		SPBC31E1.03.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27081	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27097	FGRAMPH1_01G27097	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002462	OG0002462	XP_011328299.1		SPBC354.06.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27097	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27173	FGRAMPH1_01G27173	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002451	OG0002451	XP_011328338.1		SPAC3A12.05c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27173	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27365	FGRAMPH1_01G27365	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000773	OG0000773	XP_011328429.1		SPAC24H6.01c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27365	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27373	FGRAMPH1_01G27373	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002441	OG0002441	XP_011328433.1		SPBP23A10.06.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27373	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27379	FGRAMPH1_01G27379	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001601	OG0001601	XP_011328436.1		SPBC215.12.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G27379	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27415	FGRAMPH1_01G27415	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000863	OG0000863	XP_011328455.1		SPBC12C2.10c.1:pep;SPBC1734.16c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27415	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27431	FGRAMPH1_01G27431	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000752	OG0000752	XP_011328463.1		SPCC1620.06c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27431	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27595	FGRAMPH1_01G27595	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002202	OG0002202	XP_011328535.1		SPCC4G3.04c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27595	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27641	FGRAMPH1_01G27641	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002196	OG0002196	XP_011328558.1		SPBC30D10.02.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27641	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27691	FGRAMPH1_01G27691	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001226	OG0001226	XP_011328582.1		SPCC162.09c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27691	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27791	FGRAMPH1_01G27791	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0002194	OG0002194	XP_011328627.1		SPAC23C11.17.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27791	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27795	FGRAMPH1_01G27795	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002192	OG0002192	XP_011328629.1		SPAC22E12.09c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G27795	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G28145	FGRAMPH1_01G28145	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002718	OG0002718	XP_011328799.1		SPBC2D10.08c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G28145	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
